,AREA,INT_SQFT,N_BEDROOM,N_BATHROOM,N_ROOM,PARK_FACIL,BUILDTYPE,UTILITY_AVAIL,STREET,MZZONE,SALES_PRICE,SALE_COND
421,2,1069,1.0,1.0,3,1,1,3,2,3,10080280,3
422,0,606,1.0,1.0,2,0,2,1,0,4,6564750,2
423,0,1449,2.0,2.0,4,1,0,1,2,4,8861500,0
424,0,1154,1.0,1.0,3,0,0,2,1,5,7880000,1
425,1,927,1.0,1.0,3,0,2,1,2,5,12682895,1
426,0,1613,2.0,2.0,4,1,1,0,2,4,10169625,1
427,3,1851,3.0,2.0,5,1,0,3,2,5,11959100,4
428,3,1511,2.0,1.0,4,0,2,2,0,1,10391900,1
429,4,1765,2.0,1.0,4,0,1,1,1,3,9338880,2
430,0,1238,1.0,1.0,3,1,2,0,0,5,11329750,3
431,2,934,1.0,1.0,3,1,0,0,2,3,8469050,1
432,2,754,1.0,1.0,2,1,0,2,1,4,7705800,1
433,6,1736,1.0,1.0,4,1,1,3,1,4,14057180,0
434,2,980,1.0,1.0,3,1,0,1,2,3,8621500,2
435,0,1299,1.0,1.0,3,0,2,2,1,2,9338500,4
436,0,849,1.0,1.0,2,0,1,2,1,3,5668875,3
437,4,1450,2.0,1.0,4,1,1,3,1,3,10040420,4
438,6,1634,1.0,1.0,4,1,0,2,1,5,12730270,0
439,0,1320,1.0,1.0,3,1,2,1,1,2,11071500,4
440,2,769,1.0,1.0,2,1,0,0,0,3,7261650,4
441,0,1150,1.0,1.0,3,1,0,2,2,2,6982000,0
442,2,908,1.0,1.0,3,0,1,3,1,3,7546960,3
443,0,1668,2.0,2.0,4,1,2,0,2,3,13650500,2
444,4,1990,3.0,2.0,5,0,0,1,2,3,10652120,4
445,5,1857,2.0,1.0,5,0,1,1,2,3,13378610,3
446,4,2061,3.0,2.0,5,1,2,1,2,4,17265880,0
447,4,1668,2.0,1.0,4,0,0,3,2,4,10044620,2
448,4,1444,2.0,1.0,4,0,0,3,2,4,9153720,3
449,2,1121,1.0,1.0,3,1,1,1,1,3,9089520,0
450,4,1514,2.0,1.0,4,1,0,1,1,3,9075660,3
451,2,1256,2.0,1.0,4,1,0,3,0,4,9957800,2
452,0,672,1.0,1.0,2,1,1,1,0,3,5805250,2
453,1,908,1.0,1.0,3,1,2,3,2,4,13087155,1
454,0,1631,2.0,2.0,4,1,0,0,1,4,9314000,3
455,1,1001,1.0,1.0,3,1,1,3,2,4,10533755,3
456,3,1618,2.0,1.0,4,0,2,3,1,0,11462310,3
457,4,2340,4.0,2.0,6,1,1,1,1,3,12948200,4
458,0,1159,1.0,1.0,3,0,1,2,0,3,6149625,4
459,3,1775,2.0,1.0,4,1,1,3,1,3,11031600,2
460,2,1008,1.0,1.0,3,0,2,1,2,5,12713050,0
461,3,1563,2.0,1.0,4,1,2,3,1,5,15664740,3
462,4,1723,2.0,1.0,4,1,0,3,2,4,11265520,3
463,3,1543,2.0,1.0,4,0,2,0,0,5,12900790,3
464,2,1231,2.0,1.0,4,0,1,0,2,4,10271420,4
465,6,1995,2.0,1.0,5,0,1,2,1,4,14154840,1
466,4,2113,3.0,2.0,5,0,1,1,1,5,12160420,4
467,6,1849,2.0,1.0,5,1,2,2,2,5,22084180,0
468,2,1095,1.0,1.0,3,1,1,1,1,3,9953350,4
469,0,1057,1.0,1.0,3,0,2,2,1,3,8788500,4
470,0,841,1.0,1.0,2,1,0,2,2,2,6266250,0
471,1,693,1.0,1.0,2,1,0,0,2,1,6879510,4
472,5,1666,1.0,1.0,4,0,0,3,2,4,11991280,0
473,6,1517,1.0,1.0,4,1,2,3,2,5,19817860,4
474,5,1854,2.0,1.0,5,0,2,3,2,3,19766360,1
475,1,789,1.0,1.0,2,0,2,3,1,0,8098070,2
476,2,760,1.0,1.0,2,1,0,0,1,4,8274000,2
477,2,1137,1.0,1.0,3,0,1,3,1,3,8912540,1
478,5,1687,1.0,1.0,4,1,2,0,2,3,19609810,1
479,0,984,1.0,1.0,3,1,0,2,0,1,5340750,1
480,0,1662,2.0,2.0,4,0,2,3,2,3,12825500,2
481,1,1065,1.0,1.0,3,0,1,2,1,2,8717385,4
482,4,1621,2.0,1.0,4,0,1,1,1,5,9928200,1
483,2,703,1.0,1.0,2,1,1,1,0,5,8231860,3
484,2,1221,2.0,1.0,4,0,1,1,2,4,9833270,2
485,4,1577,2.0,1.0,4,0,2,2,2,3,13277420,1
486,2,989,1.0,1.0,3,1,1,2,1,5,10613930,3
487,4,1368,2.0,1.0,4,1,1,3,2,4,10801520,4
488,4,2365,4.0,2.0,6,1,2,2,1,4,18637600,1
489,5,1525,1.0,1.0,4,0,2,3,1,4,17566590,3
490,1,1180,1.0,1.0,3,1,0,2,1,2,9397585,4
491,0,1122,1.0,1.0,3,0,1,2,2,2,6889250,2
492,5,1775,1.0,1.0,4,1,2,3,1,3,19512010,0
493,5,1877,2.0,1.0,5,0,1,3,0,4,13064510,1
494,2,760,1.0,1.0,2,0,0,3,2,5,8386750,2
495,4,2297,4.0,2.0,6,0,1,3,1,3,11569680,1
496,0,787,1.0,1.0,2,1,1,1,2,4,7825375,0
497,4,2317,4.0,2.0,6,0,0,2,1,3,10502160,2
498,0,749,1.0,1.0,2,1,0,1,2,1,5286000,1
499,3,1616,2.0,1.0,4,0,0,2,1,5,9794230,1
500,1,1284,2.0,2.0,4,1,0,1,1,3,9885575,2
501,2,756,1.0,1.0,2,1,2,0,0,5,10478100,2
502,2,1238,2.0,1.0,4,0,0,0,1,5,9345900,3
503,2,1236,2.0,1.0,4,1,0,2,1,3,9314050,2
504,6,1664,1.0,1.0,4,0,1,3,1,5,13251910,3
505,5,1537,1.0,1.0,4,0,2,2,1,5,18331880,3
506,3,1731,2.0,1.0,4,0,2,2,1,3,13478680,0
507,2,929,1.0,1.0,3,1,0,2,1,3,8907400,4
508,2,786,1.0,1.0,2,0,0,0,2,5,8185800,3
509,0,1370,2.0,2.0,4,1,1,2,1,3,9125250,4
510,0,1685,2.0,2.0,4,0,0,2,2,1,6922750,2
511,6,1549,1.0,1.0,4,0,0,1,1,5,12133650,4
512,5,1539,1.0,1.0,4,1,2,0,1,3,18200410,4
513,5,1898,2.0,1.0,5,0,1,1,0,5,13485130,2
514,2,918,1.0,1.0,3,1,2,2,1,3,11762550,0
515,2,774,1.0,1.0,2,1,1,3,1,5,9104380,2
516,2,1072,1.0,1.0,3,0,2,3,2,3,11935950,0
517,2,1239,2.0,1.0,4,1,1,0,2,3,10881130,4
518,4,1362,2.0,1.0,4,0,2,1,2,3,12146740,4
519,6,1785,1.0,1.0,4,1,1,1,2,4,14128990,0
520,4,2181,3.0,2.0,5,1,0,1,2,4,11821400,1
521,4,2033,3.0,2.0,5,1,1,1,1,5,12528840,2
522,1,952,1.0,1.0,3,0,2,2,2,1,10552045,0
523,2,1066,1.0,1.0,3,0,2,3,0,5,12406100,2
524,2,1153,1.0,1.0,3,1,2,3,1,5,14377300,0
525,3,1849,3.0,2.0,5,1,0,0,0,3,9487400,0
526,0,1095,1.0,1.0,3,1,0,0,0,2,5472500,0
527,1,1100,1.0,1.0,3,1,1,3,0,5,10252895,0
528,1,1300,2.0,2.0,4,0,0,3,2,5,10989305,2
529,6,1806,2.0,1.0,5,0,0,3,1,3,11838240,3
530,5,1897,2.0,1.0,5,0,0,1,1,4,12624040,1
531,2,1121,1.0,1.0,3,0,0,3,2,3,8288050,0
532,1,985,1.0,1.0,3,0,2,1,1,4,11903865,0
533,3,1782,2.0,1.0,4,1,1,3,2,1,10274050,2
534,5,1582,1.0,1.0,4,0,2,0,1,3,17398770,4
535,2,1225,2.0,1.0,4,1,0,1,0,4,9680500,2
536,4,1727,2.0,1.0,4,1,0,2,2,5,11855060,4
537,3,1712,2.0,1.0,4,1,2,0,1,4,15849210,4
538,1,1089,1.0,1.0,3,1,1,2,0,2,8585715,1
539,3,1532,2.0,1.0,4,0,2,0,1,2,11452010,1
540,4,1301,1.0,1.0,3,1,1,3,2,3,9675500,2
541,1,812,1.0,1.0,3,0,1,3,0,2,6285850,2
542,2,863,1.0,1.0,3,0,0,3,2,4,7813750,1
543,3,1686,2.0,1.0,4,1,0,2,0,5,10094840,3
544,0,1332,1.0,1.0,3,0,2,2,1,5,11235750,3
545,2,969,1.0,1.0,3,1,2,3,2,5,13556150,3
546,1,1300,2.0,2.0,4,0,0,2,1,3,9023925,3
547,0,593,1.0,1.0,2,1,1,0,2,0,4863375,3
548,2,809,1.0,1.0,3,0,0,2,1,3,6511200,2
549,0,1105,1.0,1.0,3,1,1,2,0,3,7511125,3
550,0,542,1.0,1.0,2,0,1,1,1,0,3013500,3
551,0,1608,2.0,2.0,4,0,0,0,2,5,9243750,2
552,4,2271,4.0,2.0,6,0,2,2,2,3,17422860,2
553,4,1915,3.0,2.0,5,0,0,3,2,3,9917200,0
554,4,2152,3.0,2.0,5,0,2,2,1,5,16834800,0
555,1,1068,1.0,1.0,3,0,1,1,1,1,7586885,4
556,3,1810,3.0,2.0,5,0,0,3,1,3,8907630,3
557,3,1939,3.0,2.0,5,1,1,1,0,0,9519320,4
558,5,1905,2.0,1.0,5,0,2,0,0,5,20591900,2
559,2,1057,1.0,1.0,3,1,0,3,0,3,8111350,2
560,3,1920,3.0,2.0,5,1,2,2,1,4,16484920,1
561,6,1577,1.0,1.0,4,0,0,1,2,4,11992650,2
562,0,787,1.0,1.0,2,1,1,0,1,1,5256625,0
563,6,1916,2.0,1.0,5,1,0,0,2,5,14715230,2
564,4,1527,2.0,1.0,4,1,1,3,1,5,10829380,0
565,2,1248,2.0,1.0,4,0,0,3,2,4,9747000,1
566,3,1555,2.0,1.0,4,0,0,1,2,4,8762530,0
567,4,2323,4.0,2.0,6,0,2,3,1,3,17529340,4
568,2,961,1.0,1.0,3,1,0,3,1,4,9198300,2
569,2,849,1.0,1.0,3,0,1,2,1,5,8823380,2
570,3,1938,3.0,2.0,5,1,2,3,2,0,15317750,3
571,2,1147,1.0,1.0,3,0,1,3,2,5,10152390,2
572,5,1976,2.0,1.0,5,1,2,1,2,4,22829130,2
573,0,973,1.0,1.0,3,0,1,0,1,4,6878875,0
574,4,1472,2.0,1.0,4,1,1,3,2,5,11506980,0
575,5,1689,1.0,1.0,4,0,1,3,1,5,13454780,3
576,0,1208,1.0,1.0,3,1,2,3,1,5,12048000,1
577,1,1268,2.0,2.0,4,0,1,3,0,5,10769525,3
578,6,1640,1.0,1.0,4,0,0,2,0,3,10342830,0
579,1,635,1.0,1.0,2,1,0,1,0,1,5597240,3
580,3,1996,3.0,2.0,5,1,0,2,2,3,11307820,2
581,4,2404,4.0,2.0,6,0,0,3,1,3,11040620,3
582,3,1675,2.0,1.0,4,1,2,3,0,2,13190720,3
583,2,797,1.0,1.0,2,0,1,1,0,4,7160890,3
584,0,1256,1.0,1.0,3,0,1,0,1,1,5643000,0
585,6,1938,2.0,1.0,5,1,2,0,2,3,22181670,3
586,2,757,1.0,1.0,2,1,2,3,1,5,11415700,2
587,0,520,1.0,1.0,2,0,0,0,1,4,4849000,0
588,0,878,1.0,1.0,2,1,2,1,2,5,10387250,1
589,1,927,1.0,1.0,3,1,2,0,2,0,10889570,2
590,3,1751,2.0,1.0,4,1,0,3,1,4,10358610,0
591,2,764,1.0,1.0,2,0,1,1,2,5,8476180,2
592,3,1674,2.0,1.0,4,0,2,3,0,2,13098030,4
593,3,1681,2.0,1.0,4,1,0,0,2,4,10644830,1
594,5,1976,2.0,1.0,5,0,2,1,1,4,21473270,4
595,5,1505,1.0,1.0,4,0,0,0,0,3,9630420,3
596,0,888,1.0,1.0,2,0,0,3,1,4,6428250,3
597,3,1680,2.0,1.0,4,1,0,0,0,0,7418190,1
598,0,631,1.0,1.0,2,1,1,1,2,3,6543375,1
599,2,1227,2.0,1.0,4,1,0,2,1,5,10787350,0
600,0,1124,1.0,1.0,3,1,1,0,1,4,7827250,2
601,5,1962,2.0,1.0,5,1,2,0,1,5,22449450,1
602,2,1261,2.0,1.0,4,0,1,1,1,4,9718570,0
603,2,1164,1.0,1.0,3,0,2,1,1,5,13271000,1
604,4,1313,1.0,1.0,3,1,0,3,2,3,9414520,3
605,6,1723,1.0,1.0,4,1,2,3,0,4,19909630,4
606,1,1144,1.0,1.0,3,1,2,1,2,4,14926255,3
607,3,1740,2.0,1.0,4,1,2,3,1,5,16803310,4
608,2,1163,1.0,1.0,3,1,1,1,1,5,10471560,0
609,2,708,1.0,1.0,2,0,0,1,2,5,7745900,0
610,3,1855,3.0,2.0,5,0,0,3,1,1,7603630,0
611,0,563,1.0,1.0,2,0,2,3,1,5,7116000,1
612,5,1768,1.0,1.0,4,1,1,1,1,5,14739250,4
613,0,943,1.0,1.0,3,1,0,2,1,1,5796000,0
614,2,931,1.0,1.0,3,0,0,2,0,5,7520800,2
615,2,1127,1.0,1.0,3,1,0,2,1,4,9701800,4
616,4,1629,2.0,1.0,4,0,2,3,1,5,14192960,1
617,5,1656,1.0,1.0,4,1,1,2,2,5,14920370,2
618,6,1676,1.0,1.0,4,1,0,3,1,4,12961070,1
619,2,856,1.0,1.0,3,0,0,1,2,4,8191250,4
620,3,1663,2.0,1.0,4,1,2,3,0,3,14684370,4
621,5,1905,2.0,1.0,5,1,0,0,1,3,13152750,4
622,0,861,1.0,1.0,2,1,1,2,1,4,8245625,4
623,2,1183,1.0,1.0,3,1,1,1,1,3,9627210,3
624,0,1352,2.0,2.0,4,1,2,1,2,2,10937250,2
625,5,1510,1.0,1.0,4,0,1,1,1,3,10975430,3
626,2,987,1.0,1.0,3,1,1,2,1,5,9963440,0
627,0,1245,1.0,1.0,3,1,1,3,1,2,7830375,2
628,2,1144,1.0,1.0,3,0,0,1,0,3,7464800,1
629,2,790,1.0,1.0,2,0,0,2,1,4,6846100,1
630,4,1736,2.0,1.0,4,1,1,1,1,5,11252380,0
631,3,1950,3.0,2.0,5,1,0,1,2,4,11266200,2
632,4,2186,3.0,2.0,5,1,2,1,1,4,17733960,2
633,1,843,1.0,1.0,3,0,0,0,1,5,8335390,3
634,1,1022,1.0,1.0,3,0,0,2,2,3,9036250,4
635,4,2397,4.0,2.0,6,0,1,2,1,3,11770840,3
636,2,1083,1.0,1.0,3,0,1,0,2,5,9519460,0
637,1,923,1.0,1.0,3,0,2,0,0,1,8984810,2
638,5,1958,2.0,1.0,5,1,2,3,1,5,22744800,1
639,1,631,1.0,1.0,2,1,0,1,2,4,8141330,0
640,5,1829,2.0,1.0,5,0,2,0,0,5,19806350,3
641,4,2228,4.0,2.0,6,0,0,2,1,5,11966860,4
642,5,1969,2.0,1.0,5,1,1,0,2,3,15342740,4
643,2,1128,1.0,1.0,3,0,1,3,2,4,9985710,1
644,1,922,1.0,1.0,3,0,1,0,1,1,6442655,2
645,2,1141,1.0,1.0,3,1,2,3,1,3,13883800,4
646,3,1537,2.0,1.0,4,0,0,3,2,4,9920630,2
647,1,720,1.0,1.0,2,1,2,0,1,4,11427045,4
648,4,2175,3.0,2.0,5,0,1,1,1,4,11790660,3
649,1,1152,1.0,1.0,3,1,1,1,0,0,8235750,4
650,4,2278,4.0,2.0,6,1,0,2,1,4,12527740,4
651,4,2460,4.0,2.0,6,1,2,2,1,4,19389140,0
652,3,1940,3.0,2.0,5,1,2,3,2,4,17797530,3
653,0,693,1.0,1.0,2,0,1,2,1,2,4680125,2
654,2,966,1.0,1.0,3,0,0,3,2,4,8952550,3
655,1,898,1.0,1.0,3,1,0,1,1,4,9350380,2
656,1,918,1.0,1.0,3,0,2,3,2,0,9876540,2
657,5,1918,2.0,1.0,5,0,2,0,0,3,19609850,3
658,4,2333,4.0,2.0,6,0,2,1,1,3,17171100,3
659,0,768,1.0,1.0,2,1,0,0,1,1,4855000,2
660,2,783,1.0,1.0,2,1,1,3,2,4,9165460,0
661,5,1661,1.0,1.0,4,0,0,3,1,5,12356960,2
662,2,958,1.0,1.0,3,1,2,3,1,4,12473300,2
663,1,1276,2.0,2.0,4,0,2,2,0,2,12858080,0
664,4,1877,3.0,2.0,5,1,2,3,1,3,15665660,3
665,5,1845,2.0,1.0,5,1,0,0,0,4,12053080,0
666,4,1533,2.0,1.0,4,1,0,1,1,3,9357800,4
667,2,1257,2.0,1.0,4,1,1,3,2,5,12851040,4
668,0,1353,2.0,2.0,4,1,0,2,2,4,9109750,3
669,3,1672,2.0,1.0,4,1,0,1,1,0,7512030,2
670,2,1097,1.0,1.0,3,1,2,3,0,3,12764450,3
671,4,1986,3.0,2.0,5,1,0,2,1,3,10509200,1
672,2,1083,1.0,1.0,3,0,0,2,0,3,7155650,2
673,2,1218,2.0,1.0,4,1,2,0,0,3,12919650,1
674,6,1903,2.0,1.0,5,0,1,1,0,5,13953400,3
675,2,860,1.0,1.0,3,1,2,1,2,4,12370100,1
676,0,1003,1.0,1.0,3,0,2,2,0,0,6329250,4
677,2,1078,1.0,1.0,3,1,2,3,0,4,12846400,1
678,2,1133,1.0,1.0,3,1,1,3,0,4,9728460,2
679,4,1494,2.0,1.0,4,0,0,3,1,5,9354680,2
680,1,626,1.0,1.0,2,0,1,3,2,4,8173180,4
681,2,719,1.0,1.0,2,0,0,0,1,5,7352150,4
682,0,921,1.0,1.0,3,1,1,3,0,1,5655625,4
683,6,1867,2.0,1.0,5,1,2,3,1,4,21988560,2
684,2,1010,1.0,1.0,3,0,0,1,2,5,8867600,1
685,0,1404,2.0,2.0,4,0,0,0,2,1,6569750,1
686,0,1305,1.0,1.0,3,0,1,1,0,3,6602375,4
687,0,1647,2.0,2.0,4,1,1,3,0,5,10239375,1
688,0,1433,2.0,2.0,4,1,1,0,0,5,9831375,4
689,2,925,1.0,1.0,3,0,1,0,2,5,9151000,3
690,2,964,1.0,1.0,3,1,1,2,1,5,10066680,0
691,0,571,1.0,1.0,2,0,2,2,1,5,7899500,4
692,5,1828,2.0,1.0,5,0,1,3,0,3,12251920,3
693,0,1595,2.0,2.0,4,1,1,1,0,5,9495375,3
694,1,615,1.0,1.0,2,1,1,0,2,2,7700720,4
695,2,919,1.0,1.0,3,1,2,2,1,4,12217100,4
696,2,1018,1.0,1.0,3,1,1,3,2,5,11139610,4
697,6,1578,1.0,1.0,4,0,2,2,0,5,17623460,1
698,6,1660,1.0,1.0,4,0,1,3,1,5,13603120,2
699,2,796,1.0,1.0,2,1,2,0,2,4,11578050,4
700,4,2416,4.0,2.0,6,0,1,2,1,4,12966920,4
701,2,760,1.0,1.0,2,1,1,1,0,5,8519200,2
702,3,1767,2.0,1.0,4,0,2,3,0,2,13025260,1
703,2,817,1.0,1.0,3,1,0,1,0,4,7824600,3
704,1,630,1.0,1.0,2,1,0,2,1,4,8547835,4
705,1,833,1.0,1.0,3,0,2,3,0,5,11165950,0
706,2,740,1.0,1.0,2,0,2,1,0,4,9263000,0
707,4,1520,2.0,1.0,4,0,2,2,2,4,13560300,1
708,2,769,1.0,1.0,2,0,0,0,2,3,6298700,0
709,5,1638,1.0,1.0,4,1,0,1,0,5,12727790,4
710,3,1857,3.0,2.0,5,1,2,2,0,4,16185010,2
711,0,924,1.0,1.0,3,1,1,3,2,5,9114000,4
712,1,600,1.0,1.0,2,1,1,0,0,3,6826655,3
713,3,1964,3.0,2.0,5,0,0,3,2,2,9329030,2
714,5,1914,2.0,1.0,5,1,0,0,2,4,13596110,0
715,5,1678,1.0,1.0,4,1,1,1,0,4,13253630,3
716,0,758,1.0,1.0,2,1,0,2,2,3,6988500,4
717,0,1110,1.0,1.0,3,0,1,3,0,4,6847250,3
718,3,1782,2.0,1.0,4,1,1,2,0,5,11671340,3
719,1,1282,2.0,2.0,4,1,1,2,2,0,9202070,2
720,2,913,1.0,1.0,3,1,0,0,2,5,9464900,3
721,3,1545,2.0,1.0,4,0,1,0,1,2,8308730,1
722,2,971,1.0,1.0,3,0,2,2,2,4,12038850,0
723,1,605,1.0,1.0,2,1,1,2,0,1,5722305,2
724,2,1014,1.0,1.0,3,1,0,2,1,4,9176650,4
725,2,982,1.0,1.0,3,0,2,0,2,5,12775700,0
726,3,1651,2.0,1.0,4,1,2,3,1,1,13637220,1
727,0,1288,1.0,1.0,3,0,0,2,0,2,4936250,0
728,3,1661,2.0,1.0,4,1,1,2,0,5,10555860,0
729,3,1578,2.0,1.0,4,1,1,0,0,4,9708030,1
730,4,1937,3.0,2.0,5,1,1,3,1,5,12782260,1
731,0,1403,2.0,2.0,4,0,0,2,0,2,5402500,0
732,1,968,1.0,1.0,3,1,1,0,2,4,10521855,4
733,0,1628,2.0,2.0,4,0,1,1,2,1,7150500,3
734,1,1287,2.0,2.0,4,1,2,3,1,1,14116310,1
735,0,1438,2.0,2.0,4,0,1,0,0,3,6717750,2
736,0,1351,2.0,2.0,4,1,1,3,0,1,6194125,0
737,2,956,1.0,1.0,3,1,0,3,2,4,9899250,4
738,1,1177,1.0,1.0,3,1,0,0,2,3,10664405,4
739,2,774,1.0,1.0,2,0,0,0,1,3,5899450,0
740,0,1207,1.0,1.0,3,0,0,3,0,3,5962250,1
741,4,1561,2.0,1.0,4,0,2,1,1,4,13489720,2
742,0,1156,1.0,1.0,3,0,2,3,2,2,10056250,4
743,4,1852,3.0,2.0,5,0,2,2,1,5,15592460,1
744,2,1190,1.0,1.0,3,0,2,3,1,3,12631750,2
745,3,1823,3.0,2.0,5,1,0,2,2,2,10249680,4
746,3,1527,2.0,1.0,4,0,1,2,1,1,7738440,0
747,0,581,1.0,1.0,2,1,2,0,2,2,7238000,1
748,0,519,1.0,1.0,2,1,2,1,0,4,6802000,0
749,0,1290,1.0,1.0,3,1,0,0,2,5,9433250,3
750,2,1274,2.0,1.0,4,1,0,0,0,3,9173450,3
751,2,1041,1.0,1.0,3,1,2,2,2,5,13919200,1
752,0,908,1.0,1.0,3,0,0,3,1,1,4343000,2
753,0,1525,2.0,2.0,4,1,2,3,1,2,12420250,4
754,3,1984,3.0,2.0,5,0,1,3,0,4,10169600,1
755,0,1537,2.0,2.0,4,0,2,0,1,4,12075000,4
756,3,1806,3.0,2.0,5,1,0,3,1,5,10885120,0
757,1,1152,1.0,1.0,3,0,1,1,0,5,9863280,2
758,2,1288,2.0,1.0,4,1,2,1,2,5,15733300,0
759,0,730,1.0,1.0,2,0,2,0,1,1,5198500,1
760,3,1730,2.0,1.0,4,0,1,2,1,5,10616020,1
761,2,845,1.0,1.0,3,0,2,2,1,4,10673850,1
762,3,1776,2.0,1.0,4,0,2,0,2,3,14834920,1
763,2,913,1.0,1.0,3,1,2,2,1,5,12893050,2
764,2,1124,1.0,1.0,3,0,1,2,1,3,8243880,3
765,0,766,1.0,1.0,2,0,2,1,0,1,4733000,0
766,0,665,1.0,1.0,2,0,2,1,1,3,6767000,2
767,2,762,1.0,1.0,2,0,1,3,0,3,6000540,1
768,3,1833,3.0,2.0,5,1,0,0,2,3,10922160,3
769,2,944,1.0,1.0,3,0,2,2,1,4,11663500,1
770,5,1754,1.0,1.0,4,0,1,2,1,3,11960070,1
771,2,875,1.0,1.0,3,1,2,2,1,4,11953500,2
772,0,1392,2.0,2.0,4,1,0,1,0,5,8539250,4
773,6,1853,2.0,1.0,5,1,0,1,0,5,13552840,1
774,3,1576,2.0,1.0,4,1,0,1,2,5,10931870,3
775,2,1022,1.0,1.0,3,1,2,1,1,4,12907200,0
776,5,1640,1.0,1.0,4,0,0,1,0,4,10649060,3
777,2,779,1.0,1.0,2,1,1,1,1,4,8197980,0
778,3,1729,2.0,1.0,4,1,1,2,2,5,11956550,2
779,2,715,1.0,1.0,2,1,2,3,2,3,10283850,1
780,5,1562,1.0,1.0,4,1,2,1,0,3,17314380,4
781,0,1203,1.0,1.0,3,1,1,0,2,1,6619875,0
782,4,1825,3.0,2.0,5,0,1,3,2,3,10783060,4
783,3,1707,2.0,1.0,4,0,0,3,2,3,9125100,1
784,1,998,1.0,1.0,3,1,1,1,2,0,7857455,0
785,0,1675,2.0,2.0,4,1,0,3,0,3,8297500,3
786,5,1792,1.0,1.0,4,0,2,0,2,5,20697270,1
787,5,1574,1.0,1.0,4,1,0,1,2,3,11772480,0
788,0,1070,1.0,1.0,3,1,2,2,2,2,9727500,1
789,2,1125,1.0,1.0,3,0,2,0,2,3,12401000,3
790,3,1971,3.0,2.0,5,1,2,2,0,1,14616160,1
791,4,1361,2.0,1.0,4,0,0,1,1,5,8976940,1
792,4,1786,3.0,2.0,5,0,0,2,2,4,9960280,1
793,0,612,1.0,1.0,2,1,2,3,0,0,5315750,3
794,6,1596,1.0,1.0,4,0,0,1,1,3,11262600,4
795,5,1644,1.0,1.0,4,0,1,3,0,3,11681720,3
796,1,1041,1.0,1.0,3,0,2,0,1,0,10646530,4
797,2,810,1.0,1.0,3,0,2,0,1,3,9352750,0
798,2,837,1.0,1.0,3,0,1,2,0,5,8582390,4
799,6,1884,2.0,1.0,5,1,0,3,0,5,14049650,2
800,2,1063,1.0,1.0,3,1,1,0,0,4,9253010,4
801,0,1298,1.0,1.0,3,0,1,2,1,2,6686000,1
802,5,1867,2.0,1.0,5,0,0,1,0,3,10721350,2
803,6,1575,1.0,1.0,4,0,0,2,0,4,10002210,0
804,0,1463,2.0,2.0,4,1,1,1,2,1,8110875,3
805,0,1164,1.0,1.0,3,1,1,1,0,5,8381750,2
806,5,1805,2.0,1.0,5,0,2,1,1,5,20438790,3
807,1,733,1.0,1.0,2,0,1,0,0,1,4886840,2
808,1,1197,1.0,1.0,3,1,1,3,1,1,9905510,4
809,4,2069,3.0,2.0,5,0,0,3,1,3,10042440,3
810,2,956,1.0,1.0,3,0,2,2,2,3,11330100,0
811,1,736,1.0,1.0,2,1,0,2,0,3,7839405,4
812,2,1050,1.0,1.0,3,1,0,2,1,5,9993600,1
813,4,2047,3.0,2.0,5,1,1,1,1,4,11992920,3
814,1,632,1.0,1.0,2,1,1,1,1,5,8899500,2
815,0,871,1.0,1.0,2,0,2,0,1,4,8068000,1
816,1,811,1.0,1.0,3,1,2,2,0,0,8824390,0
817,1,1087,1.0,1.0,3,0,1,3,1,1,8257475,3
818,2,1170,1.0,1.0,3,1,1,1,2,3,10250150,2
819,3,1843,3.0,2.0,5,0,1,0,2,2,9635530,0
820,6,1783,1.0,1.0,4,1,1,1,2,3,14106600,4
821,0,847,1.0,1.0,2,1,2,2,1,3,9032750,3
822,2,1258,2.0,1.0,4,0,1,0,0,3,8218210,0
823,0,979,1.0,1.0,3,0,1,0,1,4,7274625,4
824,0,1607,2.0,2.0,4,0,1,3,2,1,7404375,0
825,2,775,1.0,1.0,2,0,1,2,1,4,7726750,3
826,3,1830,3.0,2.0,5,0,0,3,2,5,11111430,3
827,2,961,1.0,1.0,3,1,0,3,0,3,8406500,4
828,3,1925,3.0,2.0,5,0,0,0,2,1,8372550,1
829,4,1301,1.0,1.0,3,1,2,1,2,5,13938120,4
830,2,1041,1.0,1.0,3,1,1,1,1,3,9197770,1
831,0,1593,2.0,2.0,4,1,1,1,0,2,7993125,2
832,2,779,1.0,1.0,2,0,2,2,2,3,10189000,1
833,1,725,1.0,1.0,2,0,1,1,0,5,8071375,3
834,4,1717,2.0,1.0,4,0,2,3,1,4,14350560,2
835,1,1248,2.0,2.0,4,0,0,3,1,2,8739885,3
836,2,1223,2.0,1.0,4,0,0,3,2,5,10501150,2
837,6,1925,2.0,1.0,5,1,2,3,2,5,23667340,3
838,2,907,1.0,1.0,3,1,1,0,2,5,9995590,2
839,2,1089,1.0,1.0,3,0,1,1,2,5,10000930,0
840,5,1574,1.0,1.0,4,0,0,2,1,4,11235770,2
841,0,1335,2.0,2.0,4,1,2,1,2,5,12986500,0
842,4,1876,3.0,2.0,5,1,2,2,2,4,16527040,1
843,4,2455,4.0,2.0,6,0,2,3,2,5,20063100,3
844,0,1280,1.0,1.0,3,0,1,0,1,2,6783500,3
845,4,2169,3.0,2.0,5,0,2,2,1,4,17039580,3
