,AREA,INT_SQFT,DATE_SALE,DIST_MAINROAD,N_BEDROOM,N_BATHROOM,N_ROOM,SALE_COND,PARK_FACIL,DATE_BUILD,BUILDTYPE,UTILITY_AVAIL,STREET,MZZONE,SALES_PRICE
227,KK Nagar,2409,2009-06-26,103,4,2,6,Partial,1,1984-02-07,Others,NoSeWa,Gravel,RL,13476480
228,Velachery,1864,2005-03-16,187,3,2,5,Partial,0,1982-03-22,Commercial,ELO,Gravel,RH,15100560
229,Velachery,1643,2008-06-27,52,2,1,4,Family,1,1977-05-07,Commercial,AllPub,Paved,RM,15599020
230,Adyar,1015,2012-03-15,76,1,1,3,Family,1,2004-03-17,Commercial,NoSewr,NoAccess,C,11224620
231,Anna Nagar,1700,2009-10-12,135,1,1,4,Normal Sale,1,1977-12-18,Others,NoSewr,NoAccess,RH,12477040
232,Karapakkam,624,2010-03-25,34,1,1,2,Family,0,1979-02-04,Commercial,ELO,NoAccess,C,4396250
233,Chrompet,980,2008-08-05,84,1,1,3,Normal Sale,0,1991-05-13,Commercial,NoSewr,Paved,RL,11900750
234,Karapakkam,1003,2010-04-14,196,1,1,3,AbNormal,1,1990-04-19,Commercial,NoSeWa,Gravel,RH,10090000
235,Adyar,1072,2009-05-29,66,1,1,3,Family,1,2003-05-31,House,NoSeWa,NoAccess,A,6607690
236,Karapakkam,808,2010-01-23,119,1,1,2,AdjLand,0,1975-01-02,House,NoSeWa,Gravel,C,4752250
237,Chrompet,1027,2011-01-14,131,1,1,3,Normal Sale,0,1990-01-19,House,ELO,Paved,RH,7441350
238,Karapakkam,696,2010-02-14,84,1,1,2,Normal Sale,0,1999-02-17,House,NoSeWa,Gravel,RL,6441250
239,Velachery,1716,2010-02-13,86,2,1,4,Family,1,2002-02-15,House,ELO,Paved,RL,10359860
240,Velachery,1878,2011-12-04,18,3,2,5,Family,0,2005-04-13,Commercial,AllPub,Paved,C,14328720
241,KK Nagar,1699,2011-12-12,98,2,1,4,Normal Sale,1,1995-12-16,Others,NoSeWa,Gravel,RL,11444100
242,KK Nagar,1626,2012-03-03,188,2,1,4,AbNormal,0,1988-09-03,House,AllPub,Paved,RM,9680280
243,KK Nagar,1730,2008-09-27,200,2,1,4,Normal Sale,0,1990-02-10,Commercial,NoSewr,Gravel,RL,14739360
244,Chrompet,996,2007-03-03,78,1,1,3,Family,0,1985-08-03,Others,ELO,Gravel,RL,8939620
245,Chrompet,1277,2014-10-29,111,2,1,4,AdjLand,1,1998-02-11,Commercial,AllPub,NoAccess,RM,15710400
246,Chrompet,906,2013-04-29,64,1,1,3,Normal Sale,0,1981-07-05,Commercial,NoSeWa,Paved,RH,10226600
247,Anna Nagar,1976,2011-12-31,112,2,1,5,Partial,0,1972-10-01,House,NoSeWa,Paved,RL,12300050
248,Velachery,1776,2010-09-06,120,2,1,4,Normal Sale,1,1989-06-14,House,NoSeWa,Paved,RH,9989170
249,Karapakkam,1402,2011-08-01,112,2,2,4,Normal Sale,0,1981-01-15,House,NoSeWa,Gravel,I,6966500
250,Chrompet,1160,2008-11-06,138,1,1,3,AdjLand,1,1978-06-19,Others,AllPub,NoAccess,RH,9463900
251,Velachery,1957,2006-03-17,134,3,2,5,Normal Sale,1,1981-03-23,Commercial,ELO,NoAccess,I,15199450
252,T Nagar,1887,2012-02-17,48,2,1,5,AdjLand,0,1992-02-22,Commercial,NoSewr,NoAccess,RL,20499450
253,Velachery,1859,2008-08-12,142,3,2,5,Normal Sale,1,1960-12-20,House,ELO,Paved,RH,9925210
254,Chrompet,747,2006-12-21,168,1,1,2,Family,1,2001-12-22,Commercial,AllPub,NoAccess,RM,11223550
255,Adyar,985,2009-04-21,159,1,1,3,Partial,1,2002-04-23,House,NoSeWa,Paved,C,7379505
256,Chrompet,1024,2012-11-11,77,1,1,3,Normal Sale,1,1996-11-15,Commercial,AllPub,NoAccess,RH,12091400
257,Velachery,1600,2009-12-17,148,2,1,4,Family,1,1984-12-23,Others,ELO,Paved,RL,10530200
258,Chrompet,1276,2013-10-10,141,2,1,4,Normal Sale,0,1977-10-19,Others,NoSeWa,Paved,RL,9604120
259,Chrompet,1159,2010-06-20,90,1,1,3,Family,1,1974-06-29,House,ELO,Gravel,RH,9062800
260,Karapakkam,1024,2012-03-03,142,1,1,3,AbNormal,1,1962-03-16,House,NoSeWa,NoAccess,C,4748500
261,Adyar,1249,2010-04-08,93,2,2,4,AdjLand,0,1991-09-08,Commercial,NoSewr,Paved,A,12642285
262,Chrompet,839,2010-12-17,175,1,1,3,Normal Sale,1,1994-12-21,Others,AllPub,Gravel,RH,9107430
263,Chrompet,1286,2007-08-16,105,2,1,4,AbNormal,0,1973-08-24,House,AllPub,NoAccess,RM,9153300
264,KK Nagar,2467,2011-02-10,69,4,2,6,AdjLand,0,1995-06-10,House,AllPub,Gravel,RL,12650920
265,Karapakkam,653,2010-06-18,121,1,1,2,AdjLand,0,1995-06-22,Commercial,ELO,NoAccess,RM,7635250
266,Karapakkam,606,2010-01-16,4,1,1,2,Family,1,1993-01-20,Others,NoSeWa,Gravel,RM,7854000
267,T Nagar,1837,2007-05-03,81,2,1,5,AdjLand,1,1978-12-03,House,ELO,NoAccess,RL,13197230
268,Velachery,1880,2011-10-14,95,3,2,5,Family,1,1965-10-25,Commercial,NoSeWa,NoAccess,C,13669670
269,KK Nagar,2189,2011-02-04,1,3,2,5,AdjLand,1,1988-07-04,Commercial,AllPub,Gravel,RH,18249860
270,Velachery,1853,2007-04-22,123,3,2,5,AdjLand,1,1958-04-05,Commercial,NoSewr,Paved,C,14707330
271,Chrompet,1057,2014-06-30,200,1,1,3,Normal Sale,0,1997-04-07,Others,AllPub,Paved,RL,9144840
272,Adyar,723,2007-01-31,49,1,1,2,Family,0,1979-07-02,Commercial,ELO,Gravel,RM,10969920
273,T Nagar,1812,2010-01-15,100,2,1,5,Family,0,1966-01-26,Others,ELO,NoAccess,RL,12248640
274,T Nagar,1788,2008-06-07,145,1,1,4,AdjLand,1,1991-11-07,Others,ELO,NoAccess,RL,14225180
275,Velachery,1615,2004-03-11,31,2,1,4,AbNormal,0,1985-08-11,House,ELO,Paved,I,8019280
276,Anna Nagar,1755,2014-10-03,85,1,1,4,AdjLand,0,1971-03-21,House,NoSewr,NoAccess,RL,11410310
277,Adyar,1296,2008-04-21,25,2,2,4,Family,0,1988-04-26,House,AllPub,NoAccess,RM,9950600
278,KK Nagar,1554,2010-05-22,18,2,1,4,AbNormal,1,2004-05-23,House,NoSeWa,Paved,RL,9980320
279,Anna Nagar,1737,2014-09-15,71,1,1,4,AdjLand,1,2005-09-17,House,AllPub,Gravel,RL,14292780
280,Karapakkam,785,2009-09-15,116,1,1,2,Family,1,1997-09-18,Others,AllPub,NoAccess,I,5752875
281,Karapakkam,1678,2011-08-03,70,2,2,4,Partial,1,1976-03-16,Commercial,NoSeWa,Gravel,C,11883250
282,KK Nagar,2360,2011-03-23,171,4,2,6,Normal Sale,1,2002-03-25,Commercial,NoSewr,Paved,RM,19816180
283,KK Nagar,1464,2010-07-27,2,2,1,4,Family,1,1982-03-08,Others,NoSewr,Paved,RH,9394640
284,KK Nagar,1632,2011-02-22,156,2,1,4,Partial,1,1992-02-27,Others,AllPub,Gravel,RH,10506420
285,Velachery,1755,2006-06-09,103,2,1,4,AbNormal,1,1980-12-09,Others,ELO,NoAccess,C,8762820
286,Velachery,1556,2009-08-29,105,2,1,4,Partial,0,1989-03-09,Others,NoSeWa,Paved,RL,9348100
287,Adyar,1170,2011-09-29,120,1,1,3,AdjLand,0,1975-08-10,House,NoSeWa,Gravel,RH,9134740
288,Adyar,901,2006-12-10,106,1,1,3,Partial,0,1969-10-21,Others,AllPub,Gravel,I,7643255
289,Karapakkam,1160,2009-09-26,184,1,1,3,Partial,1,1990-01-10,Commercial,NoSeWa,Gravel,A,8886250
290,Karapakkam,1570,2010-02-17,170,2,2,4,Family,1,2002-02-19,House,NoSewr,NoAccess,A,6407000
291,Karapakkam,1476,2011-10-26,167,2,2,4,AbNormal,0,1979-03-11,Commercial,NoSewr,Paved,RL,11536000
292,Karapakkam,586,2012-03-20,190,1,1,2,Family,1,1993-03-25,Others,ELO,Paved,I,5333000
293,Karapakkam,1059,2010-06-25,110,1,1,3,Normal Sale,1,1977-03-07,House,AllPub,Paved,RL,7849250
294,T Nagar,1712,2011-08-13,1,1,1,4,AbNormal,1,2005-08-14,House,NoSewr,Gravel,RL,13797720
295,Adyar,847,2007-12-23,7,1,1,3,Partial,0,1968-02-01,Others,NoSeWa,Gravel,RH,7492300
296,Karapakkam,1192,2011-10-26,152,1,1,3,Family,0,1988-10-31,House,NoSewr,NoAccess,I,5342250
297,Velachery,1942,2006-09-04,126,3,2,5,Partial,1,1981-04-15,Commercial,AllPub,NoAccess,RL,16212650
298,Karapakkam,557,2009-09-20,105,1,1,2,Family,1,1992-09-24,Others,ELO,NoAccess,I,4710125
299,Velachery,1728,2009-06-21,123,2,1,4,Normal Sale,1,1990-06-26,Commercial,ELO,Gravel,I,14898480
300,Velachery,1798,2008-06-12,23,2,1,4,Family,1,1979-12-14,Commercial,AllPub,Gravel,RM,17060380
301,Karapakkam,1497,2011-07-11,24,2,2,4,Partial,1,1976-11-15,House,AllPub,Gravel,A,6931750
302,Chrompet,1173,2009-04-15,27,1,1,3,Normal Sale,1,1977-04-23,House,NoSeWa,NoAccess,RH,8196400
303,Anna Nagar,1640,2013-08-03,198,1,1,4,Partial,1,1977-03-17,Commercial,NoSewr,NoAccess,RH,17704670
304,KK Nagar,1747,2009-05-01,82,2,1,4,Partial,1,1992-10-01,Others,NoSeWa,Paved,RL,10784680
305,Karapakkam,1342,2010-04-01,183,2,2,4,AbNormal,1,1967-01-15,Commercial,ELO,NoAccess,I,9594250
306,T Nagar,2000,2007-10-17,31,2,1,5,AdjLand,0,1980-10-23,House,NoSewr,NoAccess,RM,13596890
307,Velachery,1987,2006-04-16,158,3,2,5,Family,0,1995-04-19,Others,NoSeWa,Gravel,RH,11156320
308,Karapakkam,1567,2009-04-11,2,2,2,4,Family,0,1992-08-11,Others,AllPub,Gravel,C,7725875
309,Karapakkam,1188,2011-09-01,187,1,1,3,Partial,0,1977-01-17,Commercial,AllPub,NoAccess,RM,9819500
310,Adyar,737,2010-11-24,12,1,1,2,Family,0,1978-02-12,House,NoSewr,NoAccess,A,3869180
311,Karapakkam,785,2010-07-16,63,1,1,2,AdjLand,1,1997-07-19,Others,NoSeWa,Paved,C,5852625
312,KK Nagar,2078,2011-06-22,13,3,2,5,AbNormal,0,1990-06-27,House,NoSeWa,Paved,RH,9696820
313,Adyar,647,2007-12-07,45,1,1,2,Family,1,1997-07-14,Commercial,AllPub,NoAccess,RH,9574550
314,Karapakkam,1171,2009-11-21,111,1,1,3,AdjLand,1,1993-11-25,Others,AllPub,NoAccess,A,6102625
315,KK Nagar,2435,2009-08-03,124,4,2,6,Partial,1,1991-03-13,Commercial,NoSewr,Gravel,RM,20246360
316,Velachery,1805,2006-05-03,29,3,2,5,AdjLand,1,1990-09-03,Commercial,AllPub,Paved,RL,16930470
317,Karapakkam,1145,2009-10-16,38,1,1,3,Normal Sale,0,1992-10-20,House,AllPub,Gravel,A,5510250
318,Karapakkam,971,2011-04-11,15,1,1,3,Normal Sale,0,1983-11-11,House,AllPub,Paved,RL,6530500
319,Karapakkam,1657,2009-07-10,78,2,2,4,AbNormal,1,1970-10-17,Others,NoSeWa,Gravel,RL,10147125
320,Velachery,1638,2007-09-21,16,2,1,4,AdjLand,1,2002-09-22,House,NoSewr,NoAccess,RH,9705900
321,Adyar,1284,2010-01-19,141,2,2,4,Normal Sale,1,2005-01-20,Commercial,ELO,Paved,RL,16107475
322,Adyar,1273,2011-04-09,66,2,2,4,AbNormal,0,2005-05-09,Others,ELO,NoAccess,A,7451690
323,Chrompet,1185,2013-10-09,188,1,1,3,Normal Sale,1,1993-09-15,House,ELO,Gravel,RL,10163000
324,T Nagar,1538,2009-04-20,161,1,1,4,Family,1,2004-04-21,Commercial,NoSewr,Gravel,RL,19376950
325,KK Nagar,1929,2008-04-10,84,3,2,5,Normal Sale,0,1978-12-10,Others,AllPub,Paved,RH,10173980
326,KK Nagar,1656,2011-01-13,30,2,1,4,AbNormal,1,1996-01-17,House,NoSewr,Paved,RM,10910100
327,Adyar,1287,2010-02-19,9,2,2,4,Family,1,1995-02-23,Commercial,NoSeWa,Gravel,I,15013625
328,T Nagar,1749,2011-10-02,118,1,1,4,AbNormal,0,1979-02-18,Others,NoSeWa,NoAccess,RH,11713410
329,Anna Nagar,1585,2012-11-25,188,1,1,4,Family,0,1995-11-30,Commercial,AllPub,NoAccess,RL,17382790
330,T Nagar,1962,2011-02-07,180,2,1,5,Normal Sale,1,1977-10-07,Others,NoSewr,Paved,RM,15862990
331,KK Nagar,1425,2009-11-06,106,2,1,4,Normal Sale,0,1995-06-15,House,NoSewr,Paved,RL,8677280
332,Karapakkam,884,2010-01-31,11,1,1,2,Normal Sale,1,1984-07-02,Commercial,NoSewr,Paved,I,8282500
333,Chrompet,1052,2014-06-22,159,1,1,3,Normal Sale,0,2004-06-24,Others,NoSewr,NoAccess,RH,7926740
334,T Nagar,1756,2014-12-12,12,1,1,4,Partial,0,1983-12-20,House,NoSeWa,Gravel,RL,12093570
335,Karapakkam,523,2011-01-09,148,1,1,2,AbNormal,1,1973-10-09,House,AllPub,Gravel,RM,7390000
336,Velachery,1524,2010-06-30,33,2,1,4,Family,1,1988-05-07,Others,NoSewr,Paved,RM,11053290
337,T Nagar,1949,2013-09-14,137,2,1,5,Partial,1,1970-09-25,Others,NoSewr,NoAccess,RM,14464930
338,Chrompet,1263,2010-11-27,61,2,1,4,AdjLand,0,1988-02-12,Others,NoSeWa,Gravel,RL,10637010
339,KK Nagar,1917,2009-07-25,106,3,2,5,Family,1,1991-07-30,House,AllPub,Paved,RL,11045960
340,KK Nagar,1401,2009-01-31,100,2,1,4,Partial,0,1989-05-02,House,NoSeWa,Paved,RH,7410200
341,Chrompet,723,2015-01-25,8,1,1,2,Family,0,1998-01-29,Others,AllPub,Gravel,RM,8645860
342,T Nagar,1660,2008-09-15,156,1,1,4,Normal Sale,0,1971-09-25,Commercial,NoSeWa,Paved,RH,17787740
343,Chrompet,895,2012-01-15,191,1,1,3,Partial,1,2007-01-16,House,ELO,Gravel,RH,8514750
344,Anna Nagar,1889,2009-05-05,160,2,1,5,Partial,1,1964-05-16,House,ELO,Gravel,RM,13841050
345,Chrompet,1199,2010-10-24,187,1,1,3,AdjLand,0,1985-10-30,Others,NoSewr,Paved,RH,9160580
346,Karapakkam,782,2012-01-26,95,1,1,2,AdjLand,1,1998-01-29,Commercial,AllPub,NoAccess,I,7794500
347,Anna Nagar,1571,2012-08-21,124,1,1,4,Partial,1,1987-08-28,Others,NoSewr,Paved,RL,12946530
348,KK Nagar,1848,2011-07-05,178,3,2,5,Normal Sale,1,1987-05-13,Commercial,NoSewr,Paved,RL,15883280
349,Chrompet,1131,2010-10-28,64,1,1,3,AdjLand,1,1990-02-11,Others,NoSewr,NoAccess,RL,10089670
350,Karapakkam,1062,2012-09-02,15,1,1,3,AdjLand,1,1991-02-14,House,AllPub,NoAccess,A,5335750
351,KK Nagar,1983,2010-05-28,148,3,2,5,AdjLand,1,1986-03-06,House,AllPub,Paved,RM,12126880
352,Velachery,1572,2007-08-14,1,2,1,4,AdjLand,0,1987-08-19,House,NoSewr,Gravel,C,8165450
353,Anna Nagar,1535,2007-03-08,149,1,1,4,Family,0,1975-11-08,Others,ELO,Gravel,RH,11484740
354,T Nagar,1818,2007-05-17,193,2,1,5,Normal Sale,1,1975-05-25,Commercial,NoSeWa,Gravel,RM,22024740
355,KK Nagar,1484,2011-09-04,54,2,1,4,Partial,1,1984-04-15,Others,NoSewr,Gravel,RH,9771020
356,KK Nagar,2189,2009-10-16,60,3,2,5,AdjLand,0,1994-10-20,Others,NoSewr,Gravel,RH,12071880
357,Chrompet,1203,2014-12-25,171,2,1,4,Partial,0,1997-12-29,Commercial,AllPub,NoAccess,RL,12925550
358,KK Nagar,1610,2009-07-12,140,2,1,4,Partial,1,1985-12-13,Commercial,AllPub,Gravel,RM,15387480
359,Adyar,863,2010-02-13,26,1,1,3,AbNormal,1,2003-02-15,House,NoSeWa,Paved,A,6637005
360,Karapakkam,985,2011-05-23,61,1,1,3,Partial,0,1991-05-28,Others,AllPub,Gravel,RL,7446875
361,Karapakkam,1623,2012-03-18,47,2,2,4,AbNormal,0,1974-03-28,Commercial,AllPub,Paved,RH,11658500
362,Adyar,1019,2010-05-07,153,1,1,3,Partial,0,1981-12-07,House,ELO,Gravel,C,6663435
363,Karapakkam,1575,2010-02-07,4,2,2,4,Family,1,2001-04-07,House,NoSeWa,Paved,RM,9894250
364,Chrompet,802,2007-09-07,161,1,1,3,AbNormal,0,1998-11-07,Others,NoSeWa,NoAccess,RM,7968490
365,T Nagar,1846,2007-06-24,190,2,1,5,Normal Sale,0,1973-02-07,Others,NoSewr,NoAccess,RH,12403760
366,Chrompet,759,2011-01-13,131,1,1,2,AdjLand,0,1996-01-17,Others,AllPub,Paved,RL,8149280
367,KK Nagar,2060,2011-11-24,159,3,2,5,AbNormal,0,1981-01-12,Commercial,NoSewr,Paved,RL,16012600
368,KK Nagar,1503,2012-03-20,183,2,1,4,Partial,1,1993-03-25,Others,NoSeWa,Gravel,RM,11121040
369,Velachery,1853,2010-03-24,17,3,2,5,Partial,1,1961-05-04,House,NoSeWa,NoAccess,RL,9462230
370,T Nagar,1739,2012-11-21,16,1,1,4,AdjLand,1,1975-01-12,Commercial,NoSeWa,Paved,RL,20477590
371,Karapakkam,766,2010-10-06,38,1,1,2,Family,1,1960-06-22,Commercial,NoSeWa,Paved,RM,8755500
372,Chrompet,857,2007-07-23,27,1,1,3,AbNormal,1,1981-07-29,Others,AllPub,NoAccess,RL,8471590
373,T Nagar,1887,2013-01-05,108,2,1,5,Partial,0,1974-11-05,House,ELO,Gravel,RM,13024030
374,Karapakkam,1502,2011-09-13,98,2,2,4,Normal Sale,0,2004-09-14,House,NoSewr,NoAccess,RM,8215250
375,Velachery,1568,2009-01-14,109,2,1,4,Family,0,1979-01-22,Others,NoSeWa,NoAccess,A,6361850
376,Chrompet,918,2007-03-23,190,1,1,3,Partial,0,1985-03-28,Commercial,NoSeWa,NoAccess,RM,10929300
377,Adyar,1289,2009-01-19,70,2,2,4,Normal Sale,0,1969-01-29,Commercial,AllPub,Gravel,RH,14634500
378,KK Nagar,1941,2010-08-21,34,3,2,5,AdjLand,0,1990-08-26,Others,NoSeWa,Gravel,RM,12228420
379,Velachery,1730,2006-09-03,146,2,1,4,AbNormal,1,1983-03-15,Others,NoSeWa,NoAccess,RL,10494410
380,Velachery,1513,2004-05-25,128,2,1,4,Normal Sale,1,1977-01-06,Commercial,ELO,Gravel,A,12350640
381,Velachery,1762,2006-05-20,142,2,1,4,Family,1,1982-05-26,House,NoSeWa,NoAccess,RH,9071080
382,Anna Nagar,1970,2012-10-08,65,2,1,5,Partial,1,1979-08-19,House,AllPub,NoAccess,RH,12450910
383,Velachery,1702,2010-01-01,129,2,1,4,AbNormal,0,1965-12-01,Commercial,NoSewr,NoAccess,I,12225650
384,Velachery,1726,2004-12-31,19,2,1,4,Partial,0,1983-06-01,House,NoSewr,NoAccess,C,6804640
385,Chrompet,1243,2013-07-07,164,2,1,4,Family,1,2004-09-07,Commercial,NoSewr,Gravel,RL,15495150
386,Velachery,1550,2004-07-16,53,2,1,4,Partial,1,1990-07-20,Commercial,ELO,Gravel,A,12456680
387,KK Nagar,1830,2010-02-23,123,3,2,5,AdjLand,1,1996-02-27,Commercial,AllPub,Gravel,RH,16312280
388,Karapakkam,1435,2011-04-17,76,2,2,4,AbNormal,1,1978-04-25,House,NoSeWa,Gravel,RM,9753250
389,Velachery,1729,2010-02-19,105,2,1,4,Partial,1,2005-02-20,Others,ELO,Paved,RH,10629750
390,T Nagar,1572,2007-02-13,113,1,1,4,AdjLand,1,1989-02-17,Commercial,AllPub,Gravel,RM,20715860
391,Chrompet,1145,2011-02-17,74,1,1,3,AdjLand,1,1995-02-21,Commercial,NoSewr,Gravel,RH,14297200
392,Chrompet,1043,2014-06-11,143,1,1,3,AbNormal,1,1984-11-13,Others,ELO,NoAccess,RH,8317410
393,Karapakkam,1332,2009-07-20,137,1,1,3,Normal Sale,0,1965-07-31,Others,NoSewr,Paved,RM,8261500
394,Karapakkam,608,2011-08-10,41,1,1,2,Family,1,1996-11-10,Commercial,ELO,NoAccess,I,6206250
395,Adyar,676,2011-11-04,67,1,1,2,Partial,1,1980-04-18,Commercial,NoSewr,NoAccess,I,8400465
396,Velachery,1685,2010-01-17,175,2,1,4,AdjLand,1,1974-01-26,Others,NoSeWa,Gravel,RH,11104320
397,Adyar,658,2007-01-09,175,1,1,2,AdjLand,0,1968-10-09,Others,NoSeWa,Gravel,C,6083885
398,Chrompet,1008,2007-10-27,99,1,1,3,AdjLand,0,1975-04-11,Others,NoSeWa,Paved,RL,8836160
399,Anna Nagar,1924,2010-01-24,36,2,1,5,Family,0,1979-01-02,Others,ELO,NoAccess,RM,13620040
400,KK Nagar,2112,2009-10-03,77,3,2,5,AdjLand,0,1996-03-13,Commercial,NoSewr,Gravel,RH,16756460
401,Chrompet,917,2009-11-14,177,1,1,3,Normal Sale,1,1972-11-23,Commercial,NoSewr,Gravel,RH,11889950
402,Karapakkam,1353,2010-03-08,20,2,2,4,AbNormal,1,2002-05-08,Others,ELO,NoAccess,RL,8573875
403,Anna Nagar,1694,2010-11-28,161,1,1,4,AbNormal,1,1990-03-12,Others,AllPub,Paved,RL,14054970
404,Anna Nagar,1625,2007-10-26,192,1,1,4,AdjLand,1,1964-05-11,Commercial,AllPub,NoAccess,RH,18316110
405,Anna Nagar,1882,2013-03-13,45,2,1,5,Normal Sale,1,2008-03-14,Others,AllPub,NoAccess,RL,14761860
406,T Nagar,1924,2013-06-24,80,2,1,5,Normal Sale,1,1990-06-30,Commercial,AllPub,NoAccess,RM,22123260
407,Chrompet,894,2012-10-20,89,1,1,3,AbNormal,0,1984-10-27,Commercial,NoSeWa,NoAccess,RM,10882400
408,Karapakkam,904,2011-09-12,82,1,1,3,Normal Sale,1,1971-12-19,Others,NoSewr,NoAccess,RL,6863000
409,Adyar,1279,2010-03-10,190,2,2,4,AdjLand,0,1976-11-10,House,NoSeWa,Gravel,RH,9792910
410,Velachery,1547,2012-12-02,23,2,1,4,AbNormal,0,1965-02-23,Others,ELO,Gravel,RM,10090590
411,Karapakkam,626,2010-03-18,193,1,1,2,Family,0,1985-03-24,House,AllPub,Paved,RH,5072750
412,T Nagar,1673,2014-09-25,32,1,1,4,Partial,0,1970-06-10,Others,NoSewr,NoAccess,RM,12156320
413,Chrompet,1296,2013-09-29,65,2,1,4,Partial,1,1999-03-10,Others,NoSeWa,Gravel,RH,10741020
414,KK Nagar,2194,2008-10-25,73,3,2,5,Partial,0,2002-10-27,Commercial,NoSewr,Gravel,RH,16805520
415,KK Nagar,1678,2011-08-07,200,2,1,4,Partial,0,1995-12-07,Commercial,NoSeWa,Paved,RL,13586120
416,Chrompet,702,2012-07-03,190,1,1,2,AdjLand,1,1994-12-03,House,ELO,NoAccess,RM,8021300
417,Adyar,1067,2008-02-16,55,1,1,3,Partial,1,1981-02-22,House,ELO,NoAccess,RH,7960405
418,Chrompet,980,2010-08-03,90,1,1,3,Family,1,1985-03-14,Commercial,NoSeWa,Paved,RH,11847350
419,KK Nagar,1989,2009-10-02,185,3,2,5,AdjLand,1,1989-02-15,House,NoSeWa,Paved,RM,11985600
420,Chrompet,1257,2014-07-12,163,2,1,4,Normal Sale,0,1979-12-16,Commercial,NoSewr,Paved,RL,13788450
421,Chrompet,1069,2014-12-26,55,1,1,3,Normal Sale,1,1993-12-31,Others,AllPub,Gravel,RH,10080280
422,Karapakkam,606,2011-12-09,86,1,1,2,AbNormal,0,1998-09-15,Commercial,NoSeWa,NoAccess,RL,6564750
423,Karapakkam,1449,2011-07-05,49,2,2,4,Partial,1,1975-05-16,House,NoSeWa,Gravel,RL,8861500
424,Karapakkam,1154,2009-11-20,170,1,1,3,Family,0,1997-11-23,House,NoSewr,Paved,RM,7880000
425,Adyar,927,2011-01-20,72,1,1,3,Family,0,1978-01-28,Commercial,NoSeWa,Gravel,RM,12682895
426,Karapakkam,1613,2010-12-12,151,2,2,4,Family,1,1979-12-20,Others,ELO,Gravel,RL,10169625
427,Velachery,1851,2008-10-14,106,3,2,5,AdjLand,1,1953-10-28,House,AllPub,Gravel,RM,11959100
428,Velachery,1511,2007-01-17,128,2,1,4,Family,0,1962-01-28,Commercial,NoSewr,NoAccess,C,10391900
429,KK Nagar,1765,2012-01-23,6,2,1,4,AbNormal,0,1983-01-30,Others,NoSeWa,Paved,RH,9338880
430,Karapakkam,1238,2011-06-16,63,1,1,3,Normal Sale,1,1994-06-20,Commercial,ELO,NoAccess,RM,11329750
431,Chrompet,934,2014-06-05,3,1,1,3,Family,1,1991-12-05,House,ELO,Gravel,RH,8469050
432,Chrompet,754,2013-05-31,92,1,1,2,Family,1,1977-09-06,House,NoSewr,Paved,RL,7705800
433,T Nagar,1736,2012-02-25,60,1,1,4,Partial,1,2002-02-27,Others,AllPub,Paved,RL,14057180
434,Chrompet,980,2007-12-26,18,1,1,3,AbNormal,1,1974-03-01,House,NoSeWa,Gravel,RH,8621500
435,Karapakkam,1299,2011-06-15,114,1,1,3,AdjLand,0,1965-06-26,Commercial,NoSewr,Paved,I,9338500
436,Karapakkam,849,2010-07-01,118,1,1,2,Normal Sale,0,1974-01-16,Others,NoSewr,Paved,RH,5668875
437,KK Nagar,1450,2010-09-06,169,2,1,4,AdjLand,1,1989-06-14,Others,AllPub,Paved,RH,10040420
438,T Nagar,1634,2013-06-25,11,1,1,4,Partial,1,1982-03-07,House,NoSewr,Paved,RM,12730270
439,Karapakkam,1320,2010-10-25,57,1,1,3,AdjLand,1,2004-10-26,Commercial,NoSeWa,Paved,I,11071500
440,Chrompet,769,2011-08-13,69,1,1,2,AdjLand,1,2004-08-14,House,ELO,NoAccess,RH,7261650
441,Karapakkam,1150,2011-12-20,32,1,1,3,Partial,1,1979-12-28,House,NoSewr,Gravel,I,6982000
442,Chrompet,908,2007-04-01,39,1,1,3,Normal Sale,0,1971-01-13,Others,AllPub,Paved,RH,7546960
443,Karapakkam,1668,2009-06-09,141,2,2,4,AbNormal,1,2003-08-09,Commercial,ELO,Gravel,RH,13650500
444,KK Nagar,1990,2008-09-09,149,3,2,5,AdjLand,0,2002-11-09,House,NoSeWa,Gravel,RH,10652120
445,Anna Nagar,1857,2013-01-23,28,2,1,5,Normal Sale,0,1978-01-02,Others,NoSeWa,Gravel,RH,13378610
446,KK Nagar,2061,2009-07-30,115,3,2,5,Partial,1,1995-03-08,Commercial,NoSeWa,Gravel,RL,17265880
447,KK Nagar,1668,2008-06-23,14,2,1,4,AbNormal,0,1997-06-26,House,AllPub,Gravel,RL,10044620
448,KK Nagar,1444,2010-04-04,198,2,1,4,Normal Sale,0,1984-10-04,House,AllPub,Gravel,RL,9153720
449,Chrompet,1121,2014-02-09,106,1,1,3,Partial,1,1985-09-09,Others,NoSeWa,Paved,RH,9089520
450,KK Nagar,1514,2008-04-11,4,2,1,4,Normal Sale,1,1985-10-11,House,NoSeWa,Paved,RH,9075660
451,Chrompet,1256,2008-08-12,34,2,1,4,AbNormal,1,2004-09-12,House,AllPub,NoAccess,RL,9957800
452,Karapakkam,672,2009-12-08,103,1,1,2,AbNormal,1,1990-08-17,Others,NoSeWa,NoAccess,RH,5805250
453,Adyar,908,2008-03-20,112,1,1,3,Family,1,1971-03-30,Commercial,AllPub,Gravel,RL,13087155
